Date,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx,Gold,Brent,Wheat,Soybean,Copper,KOSPI,IBOVESPA,MEXBOL,SSE,SENSEX,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,HKG,IRL,ITA,JPN,NLD,NOR,NZL,SGP,SWE,USA,Global,Global Ex USA,Europe,North America,Pacific,Spot return of equal-weight commodities portfolio,Carry of equal-weight commodities portfolio,Aggregate backwardation/contango,FFRENCH_MKT-RF,FFRENCH_SMB,FFRENCH_HML,FFRENCH_RMW,FFRENCH_CMA,FFRENCH_RF,VIX_logret
1/31/1999,0.003843187,0.002981983,-0.000837538,-0.001339387,0.001370091,0.004394842,0.005599064,0.006201764,0.010153733,0.000931429,0.013904129,-0.000153507,0.00270668,0.002998227,0.001234223,0.002691558,0.071014106,0.021555434,-0.1909,322,0.061399666,0.002658149,0.003199955,-0.1,-0.6,-0.049524875,0.098526586,-0.04526847,0.024821653,-0.117471752,0.031768477,0.000830402,-0.002169687,-0.016990252,-0.003298001,-0.001261613,-0.001565162,-0.000760283,0.001540377,0.000827146,-0.000276367,0.001699961,0.003119316,0.000248985,40.7,0,41.3,7.466227556,5.010635294,5.717027701,6.72982407,6.124683391,7.457032089,5.117993812,5.771441123,6.689599269,6.086774727,0.011132327,0.04441326,0.083892076,0.003069647,-9.56E-05,-0.01,0.002735722,-0.000361274,0.004424122,-0.012661663,0.010148812,0.031042129,0.001803784,-0.002281239,0.004887385,0.00026174,0.048163744,0.053646647,-0.057337588,0.051378768,-0.05,-0.23,-0.05,-0.07,-0.01,0.15,0.07,0.02,0.06,0.18,-0.29,-0.3,-0.12,-0.03,0.09,1.61,2.66,-0.007914113,0.018354485,-0.032828831,-0.012648485,-0.015607461,-0.000773515,-0.001562827,0.004929486,0.045831036,0.230607079,0.010155848,-3.33E-06,0.001493948,0.002124896,-5.95E-06,-4.43E-06,-0.000791435,-0.001075842,-0.001217278,0.000627513,-3.52E-06,0.00042279,0.002761316,0.001181924,-0.000401723,-0.002085988,-0.00243346,0.000733931,3.4,-0.039668563,-0.006662148,-0.001193416,28.6168,-0.00731201,0.074989418,-0.002718624,-0.059375983,-0.041008024,0.044506909,-0.292901823,-0.024378325,-0.010410825,0.081715733,0.0008,-0.0498,-0.0012,0.0089,-0.0071,0.0097,0.047,-0.013,0.0028,-0.0317,-0.0011,0.0215,-0.1083,0.0113,-0.0348,-0.0532,0.016,0.031,0.0366,-0.0792,-0.0372,-0.0262,-0.0131,-0.0095,-0.0355,-0.0244,0.007663445,-0.010210723,-0.013644033,0.014838725,-0.003565646,-0.020178449,-0.012331763,-0.028449661,0.019,0.031383648
2/28/1999,0.004228467,0.004638176,0.004727688,0.015342039,0.010685291,0.005622279,0.004499308,0.005197933,0.004301962,0.008374431,0.002627962,0.007588701,0.007103638,0.010386691,0.006708522,0.008613335,-0.061605935,0.008894542,0.3009,87,-0.0048419,-0.000259021,-0.00128628,0.1,0.4,0.041374238,-0.023865057,0.040123764,-0.034124046,0.114977985,-0.078740674,0.0032679,0.00135149,-0.013312281,0.011262437,-0.001837919,-0.000645191,-0.003810109,0.003720045,0.004125499,0.003707316,0.00442259,0.001037614,0.002982999,40.8,0,41.4,7.420578905,5.164785974,5.700443573,6.747586527,5.840641657,7.45007957,5.170483995,5.837730447,6.687108608,5.988961417,0.023065471,-0.005273171,-0.026603784,-0.002300345,0.005223641,-0.01,-0.004102793,-0.001100245,0.005149265,-0.005690984,-0.062956993,-0.023655914,-0.000536066,-0.002645086,0.003830817,0.000850843,-0.001755265,0.00237503,0.008975745,0.002139225,0.13,0.01,0.1,0.11,0.19,0.31,0.28,0.16,0.1,0.06,-0.32,-0.32,-0.06,0.15,0.24,1.64,2.63,0.014461176,0.029581224,0.02938482,-0.013547531,-0.014384922,-0.00684556,-0.010003283,-0.002481046,-0.031053216,-0.137880637,0.002611445,-0.001823155,-0.001542342,-0.004988046,0.000803137,-0.004908101,-0.001589138,0.00053404,-0.001819101,-0.003789476,-0.002498829,-0.001987211,-0.002580379,-0.007191567,2.75E-05,0.002076363,-0.00060698,0.000729072,4.2,0.021212557,0.004819492,-0.007807766,29.5663,0.003140268,-0.042291502,-0.149473191,-0.119325913,-0.033901552,-0.134236644,0.022056723,0.100204208,-0.040038596,0.024566524,0.0107,-0.0387,0.0166,0.0283,-0.0258,0.0173,0.0073,-0.0214,-0.0311,-0.0256,-0.0272,-0.0819,-0.0816,-0.0089,0.0616,-0.0043,0.0198,-0.0698,-0.0358,0.0109,0.0101,0.0093,0.0083,-0.0088,0.0108,0.0427,-0.019203408,-0.011302227,-0.009399529,-0.018088007,-0.024120129,0.007792079,-0.004933221,0.016902815,0.019,0.026163446
3/31/1999,0.001280037,0.000671854,0.004773474,-0.001472972,0.004586293,0.001914657,-0.001498555,-0.001902243,-0.002302214,-0.002910622,-0.0020675,-0.000542844,0.006513587,0.008733039,0.002052401,-0.000257715,0.071207743,-0.007440894,-0.403,-213,0.011876118,-0.001706897,0.000684718,-0.2,-0.4,-0.036916278,-0.021293975,-0.052277864,0.011944402,-0.114977985,0.004137366,0.000834806,-0.002294519,-0.00472993,-0.004208564,-0.001553376,-0.000276638,-0.003671413,0.00157082,0.001136431,0.000825806,0.001023521,0.001036538,0.001190713,40.5,0,41.3,7.444248649,5.056245805,5.866468057,6.705639095,5.948034989,7.417580402,5.117993812,5.857933154,6.606650186,6.011267174,-0.0044665,-0.0046295,-0.00927694,0.001625268,0.006747167,0.01,0.001184556,-0.003607358,0.000930008,0.011546133,-0.023700954,-0.04845815,0.010945453,0.002585367,-6.14E-05,0.001030482,0.027752311,0.018864892,-0.029433776,0.029181179,0.05,0.02,0,0.03,0.08,0.23,0.23,0.22,0.14,0.03,-0.37,-0.34,-0.03,0.33,0.42,1.81,2.72,0.020644278,0.026823121,0.023754682,-0.003878241,0.013199542,0.006087707,0.010012172,0.005786153,0.028942087,0.236969184,0.004879008,0.00060698,0.002274623,0.010685563,-0.000816917,0.002805051,0.001574128,0.001065229,0.001818366,0.001894139,0.001872854,0.001324337,6.34E-05,0.003243443,0.000881813,0.000681765,0.004842624,0.001453376,-2.4,-0.021768077,0.000591345,0.013354851,26.3073,-0.024688258,0.336997309,0.166567624,0.072876372,0.006394906,0.170878174,0.3741456,0.183600148,0.060169356,0.097291988,0.0437,0.0068,-0.0402,-0.0637,0.0409,0.0385,-0.01,0.0062,-0.0833,-0.0367,0.0199,-0.0169,0.0371,-0.0608,0.0269,0.0402,-0.0676,0.0609,0.0006,-0.0752,-0.0729,-0.0362,0.0078,0.0049,-0.0726,0.0248,0.093966567,-0.011583577,-0.011697567,0.014805713,-0.018726637,-0.012201869,-0.017345686,-0.006419839,0.018,-0.078683043
4/30/1999,-0.002728684,-0.001708055,0.00596879,-0.001666664,0.00719479,0.002217278,0.000477385,-0.000137677,-0.001197379,0.010975548,-0.006159018,0.005164587,0.004532016,0.010954046,-0.001092486,0.003373307,-0.006398819,0.021949086,-0.0947,-35,-0.037877221,0.001649327,6.02E-05,0.1,-0.1,0.117378587,-0.030378035,0.005420067,0.031171355,-0.02266386,0.018814461,0.002881353,0.001926112,-0.012019605,0.012110069,-0.001382807,-0.000830373,-0.002301497,0.003105458,0.00265968,0.001271784,0.003453376,0.001552795,0.003415422,40.7,0,41.3,7.347943823,4.955827058,5.84932478,6.510258341,5.97126184,7.377758908,5.111987788,5.831882477,6.551080335,5.973809612,-0.00547388,-0.009225429,0.007438111,-0.003983379,0.002626699,0,0.004640371,0.004896752,-0.000223123,-0.000822154,0.061088486,0.00462963,-0.005968865,-0.000313784,-0.004303093,0.000557463,0.040595388,0.039954971,-0.05705401,0.03730923,-0.07,-0.04,-0.15,-0.1,-0.09,-0.06,-0.05,0.02,-0.05,0.06,-0.45,-0.37,-0.05,0.34,0.44,1.9,2.74,0.001298636,0.0209923,0.002502036,-0.007677581,-0.019630001,0.002268385,0.002281419,0.004104021,0.012076517,-0.031489785,0.031265852,0.006045599,0.012982749,0.015414151,0.000798647,0.011173301,0.002380009,-7.12E-06,0.006029914,0.006915693,0.004970486,0.004065335,0.004989208,0.015954026,-0.000358985,0.000674703,-0.002430078,-0.001474813,-1.1,0.021455686,-0.001713425,-0.00699243,24.6938,0.022944882,0.083670281,-0.078854,-0.015100521,0.132634576,0.238631453,0.093416694,0.120822813,-0.032512475,-0.126138611,0.0211,-0.1161,-0.0426,-0.0029,0.0398,-0.1067,-0.0557,-0.0221,-0.0124,-0.0504,0.0188,0.0043,0.1492,0.0747,-0.0045,-0.0319,-0.0379,-0.0125,0.0122,0.0001,-0.002,-0.0037,-0.0058,-0.0085,-0.002,-0.001,0.024282954,-0.007909842,-0.00790142,0.01840172,0.018087005,0.008003498,-0.011515215,0.002616225,0.018,0.032544624
5/31/1999,0.002441219,0.002390461,0.004601432,0.014561,0.008903634,0.006195828,0.007172541,0.008646321,0.009123093,0.009305213,0.009052322,0.010650461,0.004828415,0.00786183,0.001845935,0.008058627,-0.016382439,0.001074928,0.2939,88,0.045068643,0.001064496,0.002674019,-0.1,0.1,-0.102129495,-0.032447169,0.01675081,0.006373508,0.028250466,-0.022620207,0.00163944,0.000818498,-0.011000786,0.00554018,-0.000634426,-0.000184621,-0.001383445,0.001831827,0.001873171,0.001201552,0.001882905,0.001550388,-0.000395394,40.7,0,41.4,7.384610383,4.990432587,5.85220248,6.559615237,6.01615716,7.402451521,5.075173815,5.84932478,6.568077911,6.042632834,0.010314524,0.016099828,0.021245448,-0.004256638,0.002729322,-0.02,-0.002554081,-0.000932514,0.004897242,0.002160637,0.017934334,0.029953917,-0.008138278,0.002475225,0.001790263,0.000648751,-0.002017377,-0.001869832,-0.003529006,9.29E-05,0,0.03,0.21,0.19,0.16,0.36,0.36,0.29,0.24,0.09,-0.24,-0.18,0.11,0.7,0.8,2.19,2.98,0.000528553,0.007121731,0.018424506,0.004031888,-0.018310562,-0.0030395,-0.004607104,-0.004126376,0.039700739,-0.14452373,0.043471306,-0.006049989,-0.009919959,-0.021795421,-0.000812272,-0.011867986,-0.001589825,-0.001600707,-0.006640893,-0.007547206,-0.005599155,-0.00417485,-0.003766369,-0.01724304,0.00042311,0.002031523,0.005985823,0.002167792,2.2,-0.03295142,0.01547403,0.001031212,27.3765,-0.058195625,-0.086298404,-0.026407402,-0.031444104,-0.131838081,-0.031678687,-0.057019391,-0.03533243,0.132286134,0.174297987,-0.0243,0.0504,0.0253,0.0446,0.2106,0.0138,0.0389,0.001,0.009,0.0176,0.0754,0.2606,-0.0095,-0.0107,-0.0078,0.0042,0.1532,0.0454,0.1256,0.0809,0.0361,0.0383,0.0408,0.0531,0.0365,0.0173,-0.045718619,-0.001313903,-0.004316261,-0.010637863,0.015544275,0.010018785,0.004203495,0.013490943,0.017,0.00550835
6/30/1999,0.00375622,0.003788778,0.004205046,0.001019383,0.002798992,-0.000724618,-0.005406544,-0.007765513,-0.009544108,-0.004901572,-0.011426274,-0.003233132,0.005610457,0.008594372,0.005727011,-0.002472751,0.015901239,-0.001873203,-0.5479,-218,-0.059496934,0.001594622,0.000502458,0.1,0.9,0.003974568,-0.008983777,0.076099344,0.031272092,0.123030771,-0.025521869,0.002179165,-0.000450091,-0.00701074,0.004746239,-0.002194757,-0.001385746,-0.00354419,0.00279402,0.002025317,0.001388568,0.001765769,0.001934611,0.002123405,40.8,0.1,41.3,7.351799869,5.111987788,5.866468057,6.523562306,5.883322388,7.439559309,5.164785974,5.823045895,6.635946556,6.056784013,0.005460139,-0.018304527,-0.013621891,-0.006299819,0.002621788,0,-0.005625531,-0.000628943,0.004873376,-0.003769512,-0.084572042,-0.055928412,0.012949813,-0.00218359,-0.003348584,0.000169485,-0.007172432,-0.002030127,0.00275384,-0.007519811,0.02,0.21,0.07,0.26,0.25,0.37,0.36,0.3,0.3,0.28,-0.19,0.06,0.34,1.05,1.14,2.47,3.26,0.008581612,0.019441043,-0.010505856,-0.012708868,0.00573263,-0.000757287,0.000759574,0.000809967,-0.056432222,-0.015513163,-0.084758017,-0.000602591,0,-0.001399569,0.000394288,-4.83E-07,0.002385054,-1.13E-06,-3.61E-07,0,-0.000619771,-0.0003294,1.71E-05,0.001726832,-0.001179579,-0.001394542,-0.004225487,-0.000746971,0.5,0.043608347,-0.004660359,0.007711775,24.1236,-0.029466334,0.141476718,-0.008959741,-0.029114938,0.190120156,0.206600281,0.016915281,0.093125081,0.278032399,0.031033944,-0.0248,-0.0993,0.0837,0.0009,-0.0006,-0.0235,-0.0305,-0.0056,-0.0482,0.0035,0.0135,-0.1056,-0.0078,0.02,0.0932,0.0322,-0.0564,0.0247,0.1866,-0.0483,-0.0133,0.0057,0.0289,0.0095,-0.0127,0.07,0.050181134,-0.009477078,-0.007615696,0.020580197,0.009930489,-0.015958413,0.003370828,-0.014342434,0.018,-0.080586104
7/31/1999,0.002632762,0.002977007,0.00170117,0.001299054,0.007826051,0.005997922,0.00128718,-0.000371496,-0.003703196,0.003554058,-0.006652794,0.007576343,0.012318824,0.021448103,-0.006540084,0.004251671,0.022620489,0.014368182,0.0032,89,0.004720682,0.000789187,0.000269873,0,-0.7,0.047258987,0.005624312,-0.070797807,-0.03892519,-0.103719826,0.013513719,0.002514479,0.001635725,0.002732242,0.003659098,0.00075138,0.001847234,-0.001081165,0.002719532,0.002176533,0.002378367,0.002576169,0.002188044,0.003299602,40.8,-0.1,41.4,7.419979924,5.187385806,5.796057751,6.597145702,6.059123196,7.427738841,5.087596335,5.82008293,6.646390515,6.023447593,-0.001938157,0.03494287,0.060552048,0.006664517,0.004793812,0,0.002993745,0.001167971,0.001839792,0.002515217,0.040734135,-0.021327014,0.001400267,0.000733333,0.001925033,0.000248037,0.043238942,0.048570912,-0.045832617,0.037486722,0.23,0.1,-0.02,-0.24,-0.07,-0.13,-0.11,-0.04,-0.07,0.15,-0.44,-0.41,0.04,0.69,0.8,2.2,2.96,0.002935173,0.006483425,-0.011614136,-0.012554974,0.013182547,0.001507725,0.000754369,0.003236111,0.001024026,0.107127884,0.089282798,0.004208001,-0.001519757,0.013919977,0.000789608,0.005551231,-6.32E-07,0.002118639,0.002996345,0.004376375,0.003710579,0.002339175,0.001902993,0.004713734,0.001626434,-0.002051668,-0.002389821,-0.000737389,-1.3,-0.030307563,-0.004971804,-0.00600666,21.4866,-0.025268969,0.100953331,0.053540767,-0.031712737,0.003942186,0.054712101,-0.118175551,-0.10273533,-0.053317865,0.094126795,-0.0075,0.0019,0.0754,-0.0113,0.0688,0.0605,0.0368,0.0447,0.0149,0.0627,0.0554,0.1227,0.0909,0.1199,0.0997,0.0728,-0.0158,0.1808,-0.0636,-0.0066,0.001,0.0314,0.068,0.064,0.0005,0.0861,0.00856778,-0.003299007,-0.007934782,-0.015593069,0.011255399,-0.002293957,0.001710237,0.013249528,0.018,0.067564106
8/31/1999,0.0047314,0.004579511,0.005206051,0.007863405,0.010717024,0.004268349,0.007444187,0.010073455,0.012678186,0.021667155,0.009003337,0.006561839,-2.82E-05,0.000382141,0.003245673,0.006179018,-0.008553671,0.001038566,0.1566,28,0.031160362,-6.45E-05,0.001325818,-0.1,-0.5,-0.037391135,0.022734553,-0.039088534,-0.043172172,-0.036165276,-0.024629695,0.00119699,-0.000286059,-0.002341464,0.002280156,-0.001214048,-0.001569932,-0.000618334,0.001542549,0.001435472,0.002475016,0.001079216,0,0.001768434,40.8,0.1,41.5,7.40731771,5.192956851,5.82008293,6.599870499,5.981414211,7.421177529,5.111987788,5.840641657,6.642486801,5.976350909,0.01190791,0.001749024,0.002515346,-0.000839003,0.001658856,-0.01,0.000727661,-0.00225274,0.00135927,-0.004058407,0.01908788,0.002421308,0.001792417,0.006201876,0.001765949,0.000307326,-0.039510692,-0.03382759,0.053826571,-0.047203946,0.08,0.14,0.17,0.29,0.17,0.16,0.15,0.21,0.2,0.21,-0.35,-0.2,0.13,0.77,0.87,2.33,3.08,-0.020640067,-0.024930136,-0.052504068,0.019303312,0.002816714,0.003747239,0.004522505,-0.000847507,0.047999713,-0.057383055,-0.056287102,-0.001811356,-0.003053422,-0.002176534,-0.000410087,-0.001401827,-6.31E-07,-0.001066055,-0.000609374,-0.001884161,-0.000628913,-0.000845265,-0.001017686,-0.000895989,-0.000810163,-0.002035047,-0.002377062,-0.001446613,-1.5,0.034898413,0.001983779,0.002421548,24.7277,-0.00105545,0.096389055,0.0037843,0.096460266,0.018837842,-0.014085708,-0.05898624,-0.029915118,0.015942285,0.071282171,0.0067,-0.0511,-0.0528,-0.0156,0.0192,-0.0221,-0.0375,-0.0338,-0.0382,-0.0388,0.0266,-0.0197,0.2455,0.0342,0.0403,-0.0656,-0.0681,0.0084,0.0151,-0.0185,-0.0268,-0.0087,0.0115,0.0012,-0.0263,0.0321,0.061930537,-0.010557747,-0.004037192,-0.005479713,-0.008413037,-0.008372056,-0.002042348,0.000832069,0.018,-0.003361805
9/30/1999,-0.000399351,-0.000359061,0.005006883,-0.001814883,0.004168374,-0.004486212,-0.005446108,-0.007439976,-0.007783073,-0.015631915,-0.004501824,-0.004578411,-0.003218599,-0.007909999,0.003604696,-0.004376473,-0.009592055,0.01237938,-0.6871,-158,-0.037831915,0.001376088,0.000867945,0,0,0.02520979,0.00601259,-0.004132237,-0.012105057,0.004240289,-0.004308494,0.001565507,0.000735414,-0.004503189,0.004091225,-0.000347142,0.000277226,-0.00139265,0.001758648,0.001859169,0.001448029,0.001304163,-0.000771704,0.001422301,40.9,0,41.4,7.399398083,4.912654886,5.877735782,6.629363253,5.953243334,7.346655163,5.036952602,5.81711116,6.525029658,5.937536205,0.009688957,-0.002664384,0.00526621,0.004032521,0.005726432,0.01,-0.002550333,-0.000276959,-0.000661036,0.005019188,-0.01203959,-0.009661836,-0.0047342,0.00186895,-0.004323895,0.000198404,-0.00704553,0.003769108,0.01504435,-0.019667845,0.15,0.04,-0.04,0.01,0.05,-0.04,-0.02,-0.01,0.05,0.1,-0.54,-0.34,0.03,0.58,0.7,2.17,2.98,-0.013743948,0.011135019,-0.057731088,0.011701109,-0.010840762,0.001452185,0.002184526,-0.001635667,-0.012768859,0.058612706,0.018145864,0.001783713,0.006862382,-0.001439015,-1.01E-05,0.002733478,-6.30E-07,0.000522544,0.001774161,0.002473657,0.001216774,0.001773928,0.000209143,0.003548606,0.001475787,0.004721305,0.005336155,0.001425984,2.7,-0.06019883,-0.002851385,-0.001159143,26.0494,0.155680441,0.100284363,0.040708674,0.026296952,0.061759567,-0.144815092,0.05104682,-0.004780795,-0.035383097,-0.030333425,-0.009,0.0302,0.0614,-0.0505,0.0142,0.0866,-0.0589,0.0384,0.0176,0.0352,0.0571,0.0104,0.1495,-0.0074,0.0477,0.0222,0.0156,0.0513,0.0507,0.0116,-0.0497,-0.0081,0.0375,0.0418,-0.0498,0.0409,0.030469551,-0.004650243,-0.004736466,-0.01222566,0.011515162,-0.016227265,-0.002710024,-0.005062046,0.018,0.016725784
10/31/1999,0.006031023,0.006648867,0.002196698,0.008748038,0.001915376,0.013060182,0.013570705,0.01505592,0.019152144,0.033088971,0.013465425,0.008255194,0.012360004,0.020013522,0.006536852,0.014860995,-0.01537368,0.006524637,0.8571,216,0.056740509,0.001066598,0.002136721,-0.1,0.2,-0.029145253,0.00651822,-0.007620404,-0.035816501,0.020935866,0.003103986,0.003115998,0.000816493,0.002547772,0.004074555,-0.000520939,-0.000369652,-0.000774533,0.003650002,0.002203283,0.001088898,0.002735871,-0.000257367,0.002594162,40.9,0,41.4,7.38274645,4.927253685,5.963579344,6.577861358,5.891644212,7.407924323,4.983606622,5.837730447,6.64898455,5.96100534,0.018466107,0.029403068,-0.016551748,0.008961621,0.00315977,-0.01,0.008641754,0.001687966,0.003410657,0.004342897,-0.004995779,-0.014634146,-0.003084598,0.002923,0.000517449,-0.000251205,-0.013872454,-0.015987928,0.017956073,-0.025766162,-0.02,0.61,0.18,0.1,0.18,0.23,0.19,0.16,0.18,0.73,-0.34,-0.22,0.23,0.83,0.91,2.35,3.18,-0.010821061,-0.024273358,-0.008552948,0.019806248,0.000338444,-0.008206492,-0.011242511,-0.001616103,-0.06305847,-0.169536951,-0.011295455,-0.002394112,-0.000765974,-0.003437806,-0.000799928,-0.00481785,-0.000793336,-0.000532564,-0.002982026,-0.002492152,-0.002461893,-0.00188792,-0.000449588,-0.006847243,-0.000416524,-0.004053134,-2.24E-05,-0.003580383,-4,0.032109587,-0.004751737,0.00316983,25.37,0.001505143,-0.08354757,-0.075294253,-0.043157204,-0.025736715,0.010866448,0.032218456,0.046210073,-0.043020137,-0.064957673,0.0115,-0.0277,-0.0258,0.0139,-0.0187,-0.0059,-0.0225,-0.0361,-0.0644,0.0048,-0.0229,0.0654,-0.0139,0.0048,-0.0226,-0.0237,-0.0415,-0.0595,0.025,0.0202,-0.0242,-0.0167,-0.0087,-0.0077,-0.0227,-0.0129,-0.023268458,-0.002550629,-0.007371744,0.025775202,-0.030770144,-0.014319449,-0.007420811,-0.00564531,0.018,-0.058651671
11/30/1999,0.006911157,0.00801081,0.004905267,0.005155507,0.011948136,0.005184365,0.001117812,-0.00075951,-0.000739677,-0.007812604,0.002234431,0.001248229,0.010568424,0.012406259,0.012002492,0.006844893,-0.051248478,-0.018697526,0.2175,-34,0.003522506,0.001815609,0.002355556,0,-0.4,0.010200167,-0.039762278,-0.042620087,-0.02269601,-0.059761735,-0.03023913,0.002217594,0.002282641,0.001173709,0.00705338,0.000578804,0.000554426,0.000619675,0.002202509,0.001466163,0.002276048,0.000868335,0.000514668,0.001904623,41,0,41.4,7.40731771,5.003946306,5.905361848,6.583409222,6.013715156,7.421775794,5.129898715,5.934894196,6.602587892,5.96100534,-0.01291017,-0.041722568,-0.018549191,-0.002376307,0.011203703,0,0.000502358,-0.001067429,0.00234038,0.01746095,0.021978382,0.007425743,0.01909722,-0.007096369,0.001199778,-0.000126515,0.067650956,0.063929512,-0.082377028,0.053889434,0.22,-0.08,0.21,0.22,0.12,-0.06,-0.08,-0.19,-0.23,0.43,-0.35,-0.22,0.13,0.55,0.61,1.94,2.73,0.010484539,0.042517656,-0.012501736,-0.022394688,-0.006927023,0.004457106,0.005967933,0.0015904,0.080023003,0.151279886,-0.003737147,-3.18E-06,-0.004572012,-0.004751062,0.000782402,-0.002739726,-0.002381899,0.001568317,-0.000595053,-0.001856243,-0.000614054,-0.000796909,-0.000420584,-0.002363646,-0.000343186,-1.81E-06,-0.004719773,0.001428572,4,0.005213502,0.002041791,-0.011479371,22.2295,-0.028820439,0.086088868,-0.093161951,0.012146967,-0.006851475,0.212902481,0.181060342,0.142963068,-0.047489299,0.039479914,-0.0314,-0.0066,-0.0358,-0.0124,-0.0449,0.034,-0.0483,-0.0892,-0.0425,-0.046,-0.0062,0.1112,-0.0861,0.0002,-0.0193,-0.0674,-0.0399,0.0223,0.0122,-0.0262,-0.1195,-0.0695,-0.0158,-0.0194,-0.1153,-0.0106,0.030019998,-0.017119523,-0.009075352,0.014681755,0.023740228,-0.025368926,-0.017369039,-0.007972821,0.017,0.037103303
12/31/1999,0.008173831,0.00885108,0.011898987,0.004321851,0.018316681,0.007657362,0.008733143,0.008919481,0.010574588,0.000845012,0.01458113,0.008091471,0.0062339,0.007593887,0.001173212,0.006758791,0.02745554,0.004816466,0.2139,94,0.026398321,0.001084932,0.001592073,-0.1,0,0.030748003,-0.095084853,-0.002179441,-0.00143575,-0.00293686,-0.011602094,0.002342692,0.000854649,0.001562806,0.003284566,-0.000115734,0.000554119,-0.001239734,0.002687477,0.003579198,0.001593545,0.004778895,0.000128626,0.002144459,40.8,0,41.4,7.443078374,5.023880521,5.932245187,6.672032945,5.963579344,7.428333194,5.159055299,5.891644212,6.6147256,5.993961427,0.000164883,0.050917012,0.076533878,0.014272754,0.007876993,0,0.003615839,0.001817385,0.003573125,0.01815541,0.009585088,0.014742015,-0.021522445,0.015577265,-0.001038374,-0.000540504,0.026728028,0.046084287,-0.030767562,0.010712571,-0.12,0.08,0.13,0.24,0.29,0.22,0.25,0.19,0.04,0.63,-0.1,0.14,0.54,0.89,0.98,2.25,2.89,0.00422383,0.018991139,-0.019922216,-0.00451496,0.003265753,-0.001491935,-0.00150251,-0.000810495,-0.104803088,-0.054463218,0.005068812,0.000589419,0.005336241,0.009452683,0.000775002,0.005473836,-5.69E-06,-0.002103311,0.001771124,0.002464192,0.00121802,0.001416332,-0.001173661,0.007839325,-0.000326812,0.002006903,0.004111606,0.002133954,-1.8,0.012953596,0.000935193,0.016321026,23.2213,-0.009331327,0.059130523,0.064404392,-0.030919307,0.075802963,0.045364149,0.282124992,0.140627134,-0.048907333,0.077427647,0.0271,-0.0618,-0.0362,0.0412,-0.0116,-0.0378,-0.044,-0.0535,-0.0953,0.0144,-0.017,0.0173,-0.0276,-0.0783,0.001,-0.0543,-0.002,0.2578,0.038,-0.0456,-0.1132,-0.0639,-0.0119,-0.0278,-0.1072,0.0057,0.009833037,0.002480133,-0.005919901,0.032226633,0.020814496,-0.032919198,-0.03015421,-0.021941448,0.02,0.008184389
